,Date,T1,T2,T3,T4,hour,day_of_month,day_of_week,month,year,holiday
0,2020-01-01 00:00:00,77.76,88.53,88.69,87.17,0,1,2,1,2020,0.0
1,2020-01-01 01:00:00,75.64,86.2,86.68,85.72,1,1,2,1,2020,0.0
2,2020-01-01 02:00:00,74.69,84.62,84.85,84.89,2,1,2,1,2020,0.0
3,2020-01-01 03:00:00,74.82,84.35,84.85,85.24,3,1,2,1,2020,0.0
4,2020-01-01 04:00:00,78.81,86.31,88.87,88.67,4,1,2,1,2020,0.0
5,2020-01-01 05:00:00,86.13,91.17,98.43,94.71,5,1,2,1,2020,0.0
6,2020-01-01 06:00:00,90.8,94.19,102.53,96.57,6,1,2,1,2020,0.0
7,2020-01-01 07:00:00,86.89,92.94,98.18,94.87,7,1,2,1,2020,0.0
8,2020-01-01 08:00:00,85.51,92.21,97.34,93.16,8,1,2,1,2020,0.0
9,2020-01-01 09:00:00,86.88,92.98,99.73,94.55,9,1,2,1,2020,0.0
10,2020-01-01 10:00:00,86.13,93.9,101.97,95.04,10,1,2,1,2020,0.0
11,2020-01-01 11:00:00,88.89,94.94,105.51,97.26,11,1,2,1,2020,0.0
12,2020-01-01 12:00:00,90.69,95.66,106.21,98.55,12,1,2,1,2020,0.0
13,2020-01-01 13:00:00,88.31,92.58,102.54,96.74,13,1,2,1,2020,0.0
14,2020-01-01 14:00:00,83.12,90.56,101.1,95.75,14,1,2,1,2020,0.0
15,2020-01-01 15:00:00,81.58,89.86,101.69,95.7,15,1,2,1,2020,0.0
16,2020-01-01 16:00:00,82.9,90.26,101.6,95.51,16,1,2,1,2020,0.0
17,2020-01-01 17:00:00,85.7,91.7,102.27,96.24,17,1,2,1,2020,0.0
18,2020-01-01 18:00:00,92.8,98.85,110.28,101.2,18,1,2,1,2020,0.0
19,2020-01-01 19:00:00,95.7,102.08,112.93,103.74,19,1,2,1,2020,0.0
20,2020-01-01 20:00:00,91.89,99.86,107.96,100.17,20,1,2,1,2020,0.0
21,2020-01-01 21:00:00,86.39,96.13,101.76,95.49,21,1,2,1,2020,0.0
22,2020-01-01 22:00:00,79.4,91.23,93.06,90.1,22,1,2,1,2020,0.0
23,2020-01-01 23:00:00,74.89,87.37,87.65,86.63,23,1,2,1,2020,0.0
24,2020-01-02 00:00:00,73.51,86.6,85.86,84.99,0,2,3,1,2020,0.0
25,2020-01-02 01:00:00,70.93,84.22,83.95,84.11,1,2,3,1,2020,0.0
26,2020-01-02 02:00:00,70.5,83.85,83.45,83.84,2,2,3,1,2020,0.0
27,2020-01-02 03:00:00,71.54,83.85,83.89,84.3,3,2,3,1,2020,0.0
28,2020-01-02 04:00:00,77.66,87.91,91.06,89.97,4,2,3,1,2020,0.0
29,2020-01-02 05:00:00,91.72,96.57,105.82,99.58,5,2,3,1,2020,0.0
30,2020-01-02 06:00:00,92.52,98.45,106.46,98.22,6,2,3,1,2020,0.0
31,2020-01-02 07:00:00,86.63,95.29,98.24,92.9,7,2,3,1,2020,0.0
32,2020-01-02 08:00:00,90.22,98.52,100.95,92.42,8,2,3,1,2020,0.0
33,2020-01-02 09:00:00,93.54,100.6,105.91,93.04,9,2,3,1,2020,0.0
34,2020-01-02 10:00:00,94.06,102.31,105.85,94.31,10,2,3,1,2020,0.0
35,2020-01-02 11:00:00,94.93,104.53,107.58,96.03,11,2,3,1,2020,0.0
36,2020-01-02 12:00:00,94.65,104.93,108.08,97.1,12,2,3,1,2020,0.0
37,2020-01-02 13:00:00,92.67,104.63,107.05,96.19,13,2,3,1,2020,0.0
38,2020-01-02 14:00:00,93.28,105.67,109.35,96.32,14,2,3,1,2020,0.0
39,2020-01-02 15:00:00,94.08,107.35,110.04,96.82,15,2,3,1,2020,0.0
40,2020-01-02 16:00:00,95.13,107.04,111.9,96.97,16,2,3,1,2020,0.0
41,2020-01-02 17:00:00,95.24,105.06,111.24,98.33,17,2,3,1,2020,0.0
42,2020-01-02 18:00:00,102.42,108.55,118.43,103.57,18,2,3,1,2020,0.0
43,2020-01-02 19:00:00,107.67,108.62,121.1,104.39,19,2,3,1,2020,0.0
44,2020-01-02 20:00:00,103.37,105.13,113.79,102.61,20,2,3,1,2020,0.0
45,2020-01-02 21:00:00,95.81,103.37,106.1,97.55,21,2,3,1,2020,0.0
46,2020-01-02 22:00:00,85.26,97.78,96.47,91.47,22,2,3,1,2020,0.0
47,2020-01-02 23:00:00,79.68,93.15,90.74,87.35,23,2,3,1,2020,0.0
48,2020-01-03 00:00:00,77.23,90.53,87.96,85.41,0,3,4,1,2020,0.0
49,2020-01-03 01:00:00,76.84,89.25,86.58,84.64,1,3,4,1,2020,0.0
50,2020-01-03 02:00:00,77.27,88.58,85.63,84.21,2,3,4,1,2020,0.0
51,2020-01-03 03:00:00,78.03,88.48,85.88,84.62,3,3,4,1,2020,0.0
52,2020-01-03 04:00:00,85.59,92.11,91.92,89.87,4,3,4,1,2020,0.0
53,2020-01-03 05:00:00,98.0,100.5,107.86,100.19,5,3,4,1,2020,0.0
54,2020-01-03 06:00:00,97.7,102.11,108.8,99.54,6,3,4,1,2020,0.0
55,2020-01-03 07:00:00,92.45,98.32,99.76,93.52,7,3,4,1,2020,0.0
56,2020-01-03 08:00:00,89.8,101.74,102.06,93.18,8,3,4,1,2020,0.0
57,2020-01-03 09:00:00,91.34,103.74,106.77,94.61,9,3,4,1,2020,0.0
58,2020-01-03 10:00:00,96.69,105.67,108.21,94.75,10,3,4,1,2020,0.0
59,2020-01-03 11:00:00,100.21,107.58,109.68,96.65,11,3,4,1,2020,0.0
60,2020-01-03 12:00:00,97.44,108.59,112.23,97.16,12,3,4,1,2020,0.0
61,2020-01-03 13:00:00,95.99,106.91,109.19,95.61,13,3,4,1,2020,0.0
62,2020-01-03 14:00:00,96.22,106.71,111.7,95.77,14,3,4,1,2020,0.0
63,2020-01-03 15:00:00,96.38,106.78,114.66,96.48,15,3,4,1,2020,0.0
64,2020-01-03 16:00:00,98.26,107.85,115.08,97.26,16,3,4,1,2020,0.0
65,2020-01-03 17:00:00,98.37,106.07,113.87,98.77,17,3,4,1,2020,0.0
66,2020-01-03 18:00:00,109.22,111.88,122.54,106.77,18,3,4,1,2020,0.0
67,2020-01-03 19:00:00,109.63,112.55,118.86,106.27,19,3,4,1,2020,0.0
68,2020-01-03 20:00:00,105.49,108.45,111.6,102.72,20,3,4,1,2020,0.0
69,2020-01-03 21:00:00,99.07,104.11,103.79,97.38,21,3,4,1,2020,0.0
70,2020-01-03 22:00:00,90.41,98.35,95.53,91.64,22,3,4,1,2020,0.0
71,2020-01-03 23:00:00,82.84,94.07,90.49,88.19,23,3,4,1,2020,0.0
72,2020-01-04 00:00:00,79.87,91.47,88.81,86.69,0,4,5,1,2020,0.0
73,2020-01-04 01:00:00,78.34,90.96,86.79,85.74,1,4,5,1,2020,0.0
74,2020-01-04 02:00:00,78.22,90.33,85.94,85.23,2,4,5,1,2020,0.0
75,2020-01-04 03:00:00,78.55,89.86,85.6,85.32,3,4,5,1,2020,0.0
76,2020-01-04 04:00:00,80.57,90.66,87.66,87.37,4,4,5,1,2020,0.0
77,2020-01-04 05:00:00,88.18,94.46,95.56,92.66,5,4,5,1,2020,0.0
78,2020-01-04 06:00:00,93.96,98.92,104.02,97.24,6,4,5,1,2020,0.0
79,2020-01-04 07:00:00,90.22,99.63,102.21,96.78,7,4,5,1,2020,0.0
80,2020-01-04 08:00:00,94.1,100.6,102.89,95.2,8,4,5,1,2020,0.0
81,2020-01-04 09:00:00,93.25,100.2,105.74,94.65,9,4,5,1,2020,0.0
82,2020-01-04 10:00:00,92.82,101.77,106.74,94.64,10,4,5,1,2020,0.0
83,2020-01-04 11:00:00,94.89,104.71,109.48,96.19,11,4,5,1,2020,0.0
84,2020-01-04 12:00:00,96.07,104.46,109.63,97.29,12,4,5,1,2020,0.0
85,2020-01-04 13:00:00,92.82,102.66,106.34,95.68,13,4,5,1,2020,0.0
86,2020-01-04 14:00:00,91.55,102.31,105.98,95.15,14,4,5,1,2020,0.0
87,2020-01-04 15:00:00,91.15,102.08,106.1,95.58,15,4,5,1,2020,0.0
88,2020-01-04 16:00:00,92.15,98.92,107.65,95.74,16,4,5,1,2020,0.0
89,2020-01-04 17:00:00,93.82,97.54,108.3,97.35,17,4,5,1,2020,0.0
90,2020-01-04 18:00:00,102.07,106.24,116.96,103.08,18,4,5,1,2020,0.0
91,2020-01-04 19:00:00,106.54,111.96,120.84,106.37,19,4,5,1,2020,0.0
92,2020-01-04 20:00:00,103.82,108.49,113.48,102.41,20,4,5,1,2020,0.0
93,2020-01-04 21:00:00,97.23,103.49,106.86,97.72,21,4,5,1,2020,0.0
94,2020-01-04 22:00:00,89.48,97.34,98.67,92.07,22,4,5,1,2020,0.0
95,2020-01-04 23:00:00,83.31,93.05,92.84,88.32,23,4,5,1,2020,0.0
96,2020-01-05 00:00:00,79.65,89.55,88.44,86.12,0,5,6,1,2020,0.0
97,2020-01-05 01:00:00,78.49,88.82,87.79,84.9,1,5,6,1,2020,0.0
98,2020-01-05 02:00:00,77.82,87.77,87.02,84.53,2,5,6,1,2020,0.0
99,2020-01-05 03:00:00,77.47,87.04,86.44,84.47,3,5,6,1,2020,0.0
100,2020-01-05 04:00:00,78.61,87.37,87.54,85.56,4,5,6,1,2020,0.0
101,2020-01-05 05:00:00,83.05,89.39,92.58,89.55,5,5,6,1,2020,0.0
102,2020-01-05 06:00:00,89.85,93.48,102.13,95.0,6,5,6,1,2020,0.0
103,2020-01-05 07:00:00,89.43,93.95,101.08,94.88,7,5,6,1,2020,0.0
104,2020-01-05 08:00:00,81.04,91.06,95.53,92.19,8,5,6,1,2020,0.0
105,2020-01-05 09:00:00,84.0,90.12,94.41,91.49,9,5,6,1,2020,0.0
106,2020-01-05 10:00:00,84.93,90.59,94.85,92.05,10,5,6,1,2020,0.0
107,2020-01-05 11:00:00,86.6,92.61,96.93,93.42,11,5,6,1,2020,0.0
108,2020-01-05 12:00:00,88.74,94.91,98.45,94.82,12,5,6,1,2020,0.0
109,2020-01-05 13:00:00,86.54,93.05,96.59,93.49,13,5,6,1,2020,0.0
110,2020-01-05 14:00:00,84.09,92.24,95.66,92.58,14,5,6,1,2020,0.0
111,2020-01-05 15:00:00,84.81,92.34,97.74,92.53,15,5,6,1,2020,0.0
112,2020-01-05 16:00:00,85.53,92.61,98.12,93.12,16,5,6,1,2020,0.0
113,2020-01-05 17:00:00,88.17,93.35,101.51,94.83,17,5,6,1,2020,0.0
114,2020-01-05 18:00:00,98.23,100.7,112.88,102.03,18,5,6,1,2020,0.0
115,2020-01-05 19:00:00,105.26,106.47,117.08,106.23,19,5,6,1,2020,0.0
116,2020-01-05 20:00:00,101.0,104.19,111.05,102.56,20,5,6,1,2020,0.0
117,2020-01-05 21:00:00,96.23,100.67,104.49,97.64,21,5,6,1,2020,0.0
118,2020-01-05 22:00:00,85.96,95.78,96.15,91.75,22,5,6,1,2020,0.0
119,2020-01-05 23:00:00,79.13,90.56,89.54,87.77,23,5,6,1,2020,0.0
120,2020-01-06 00:00:00,79.11,88.58,86.98,85.74,0,6,0,1,2020,0.0
121,2020-01-06 01:00:00,76.71,86.43,84.74,85.21,1,6,0,1,2020,0.0
122,2020-01-06 02:00:00,76.36,85.66,84.5,84.86,2,6,0,1,2020,0.0
123,2020-01-06 03:00:00,77.69,85.79,85.14,85.26,3,6,0,1,2020,0.0
124,2020-01-06 04:00:00,85.42,89.76,92.05,90.89,4,6,0,1,2020,0.0
125,2020-01-06 05:00:00,98.78,98.48,107.89,100.72,5,6,0,1,2020,0.0
126,2020-01-06 06:00:00,97.69,99.76,107.67,98.96,6,6,0,1,2020,0.0
127,2020-01-06 07:00:00,90.47,96.44,97.93,92.39,7,6,0,1,2020,0.0
128,2020-01-06 08:00:00,93.06,100.4,99.5,91.74,8,6,0,1,2020,0.0
129,2020-01-06 09:00:00,87.33,101.64,100.22,92.79,9,6,0,1,2020,0.0
130,2020-01-06 10:00:00,90.28,102.65,106.79,93.14,10,6,0,1,2020,0.0
131,2020-01-06 11:00:00,92.5,104.59,111.85,94.02,11,6,0,1,2020,0.0
132,2020-01-06 12:00:00,92.98,106.07,111.16,95.16,12,6,0,1,2020,0.0
133,2020-01-06 13:00:00,91.91,104.49,106.18,94.31,13,6,0,1,2020,0.0
134,2020-01-06 14:00:00,91.11,106.07,112.21,94.57,14,6,0,1,2020,0.0
135,2020-01-06 15:00:00,92.8,106.24,114.48,94.91,15,6,0,1,2020,0.0
136,2020-01-06 16:00:00,94.48,107.65,115.9,95.21,16,6,0,1,2020,0.0
137,2020-01-06 17:00:00,94.11,106.44,113.37,95.72,17,6,0,1,2020,0.0
138,2020-01-06 18:00:00,101.98,111.16,121.45,102.59,18,6,0,1,2020,0.0
139,2020-01-06 19:00:00,112.03,114.97,123.55,106.13,19,6,0,1,2020,0.0
140,2020-01-06 20:00:00,106.29,110.82,115.51,102.29,20,6,0,1,2020,0.0
141,2020-01-06 21:00:00,99.97,105.97,107.96,97.01,21,6,0,1,2020,0.0
142,2020-01-06 22:00:00,90.71,100.03,98.86,91.37,22,6,0,1,2020,0.0
143,2020-01-06 23:00:00,84.2,94.89,92.69,87.37,23,6,0,1,2020,0.0
144,2020-01-07 00:00:00,82.59,91.8,89.39,85.33,0,7,1,1,2020,0.0
145,2020-01-07 01:00:00,77.6,90.49,88.19,84.65,1,7,1,1,2020,0.0
146,2020-01-07 02:00:00,77.63,89.96,87.58,84.33,2,7,1,1,2020,0.0
147,2020-01-07 03:00:00,78.77,89.72,87.84,84.73,3,7,1,1,2020,0.0
148,2020-01-07 04:00:00,86.01,93.73,94.5,90.03,4,7,1,1,2020,0.0
149,2020-01-07 05:00:00,98.03,102.31,110.7,99.83,5,7,1,1,2020,0.0
150,2020-01-07 06:00:00,96.81,102.75,109.94,98.33,6,7,1,1,2020,0.0
151,2020-01-07 07:00:00,89.73,98.01,99.6,92.14,7,7,1,1,2020,0.0
152,2020-01-07 08:00:00,92.15,102.14,102.63,91.52,8,7,1,1,2020,0.0
153,2020-01-07 09:00:00,94.36,103.5,106.76,91.68,9,7,1,1,2020,0.0
154,2020-01-07 10:00:00,95.82,104.86,106.52,91.91,10,7,1,1,2020,0.0
155,2020-01-07 11:00:00,97.46,107.78,109.24,93.09,11,7,1,1,2020,0.0
156,2020-01-07 12:00:00,96.64,109.16,109.55,93.97,12,7,1,1,2020,0.0
157,2020-01-07 13:00:00,94.29,106.94,106.78,91.98,13,7,1,1,2020,0.0
158,2020-01-07 14:00:00,95.83,108.82,108.88,91.44,14,7,1,1,2020,0.0
159,2020-01-07 15:00:00,97.47,109.76,110.41,94.25,15,7,1,1,2020,0.0
160,2020-01-07 16:00:00,99.7,111.04,113.11,94.77,16,7,1,1,2020,0.0
161,2020-01-07 17:00:00,99.97,108.96,112.67,95.95,17,7,1,1,2020,0.0
162,2020-01-07 18:00:00,104.6,112.15,119.66,101.93,18,7,1,1,2020,0.0
163,2020-01-07 19:00:00,110.28,115.54,123.16,105.51,19,7,1,1,2020,0.0
164,2020-01-07 20:00:00,101.84,111.59,115.43,101.84,20,7,1,1,2020,0.0
165,2020-01-07 21:00:00,95.19,106.94,108.3,97.1,21,7,1,1,2020,0.0
166,2020-01-07 22:00:00,92.47,100.95,98.83,91.42,22,7,1,1,2020,0.0
167,2020-01-07 23:00:00,85.33,96.2,92.51,86.89,23,7,1,1,2020,0.0
168,2020-01-08 00:00:00,81.61,92.51,88.38,85.05,0,8,2,1,2020,0.0
169,2020-01-08 01:00:00,80.83,91.43,87.22,84.29,1,8,2,1,2020,0.0
170,2020-01-08 02:00:00,80.64,90.86,87.1,84.18,2,8,2,1,2020,0.0
171,2020-01-08 03:00:00,81.52,90.43,87.38,84.67,3,8,2,1,2020,0.0
172,2020-01-08 04:00:00,88.25,94.42,93.62,89.59,4,8,2,1,2020,0.0
173,2020-01-08 05:00:00,101.86,102.5,110.43,99.0,5,8,2,1,2020,0.0
174,2020-01-08 06:00:00,101.04,102.92,110.44,97.82,6,8,2,1,2020,0.0
175,2020-01-08 07:00:00,93.48,99.16,99.91,92.48,7,8,2,1,2020,0.0
176,2020-01-08 08:00:00,93.9,103.42,103.1,92.41,8,8,2,1,2020,0.0
177,2020-01-08 09:00:00,94.54,103.69,108.23,92.93,9,8,2,1,2020,0.0
178,2020-01-08 10:00:00,96.93,105.2,108.84,93.94,10,8,2,1,2020,0.0
179,2020-01-08 11:00:00,98.94,107.95,111.01,95.47,11,8,2,1,2020,0.0
180,2020-01-08 12:00:00,98.43,107.98,110.45,95.94,12,8,2,1,2020,0.0
181,2020-01-08 13:00:00,95.98,106.27,108.37,94.78,13,8,2,1,2020,0.0
182,2020-01-08 14:00:00,97.56,107.62,109.72,94.88,14,8,2,1,2020,0.0
183,2020-01-08 15:00:00,97.45,108.66,111.94,95.79,15,8,2,1,2020,0.0
184,2020-01-08 16:00:00,98.06,110.54,110.67,96.33,16,8,2,1,2020,0.0
185,2020-01-08 17:00:00,100.5,108.69,109.69,96.41,17,8,2,1,2020,0.0
186,2020-01-08 18:00:00,107.38,111.51,116.0,102.48,18,8,2,1,2020,0.0
187,2020-01-08 19:00:00,113.79,114.45,119.99,105.2,19,8,2,1,2020,0.0
188,2020-01-08 20:00:00,107.44,110.03,112.53,101.16,20,8,2,1,2020,0.0
189,2020-01-08 21:00:00,99.34,105.63,105.18,96.66,21,8,2,1,2020,0.0
190,2020-01-08 22:00:00,89.19,99.49,95.94,90.93,22,8,2,1,2020,0.0
191,2020-01-08 23:00:00,82.67,94.41,89.6,87.0,23,8,2,1,2020,0.0
192,2020-01-09 00:00:00,82.13,91.5,86.75,85.2,0,9,3,1,2020,0.0
193,2020-01-09 01:00:00,77.98,90.23,85.59,84.2,1,9,3,1,2020,0.0
194,2020-01-09 02:00:00,77.31,89.32,84.72,83.9,2,9,3,1,2020,0.0
195,2020-01-09 03:00:00,77.7,89.76,85.03,84.25,3,9,3,1,2020,0.0
196,2020-01-09 04:00:00,85.73,93.08,91.59,89.43,4,9,3,1,2020,0.0
197,2020-01-09 05:00:00,100.11,101.61,107.77,99.06,5,9,3,1,2020,0.0
198,2020-01-09 06:00:00,99.73,102.51,107.31,98.29,6,9,3,1,2020,0.0
199,2020-01-09 07:00:00,93.09,98.52,96.63,91.63,7,9,3,1,2020,0.0
200,2020-01-09 08:00:00,94.53,101.77,98.58,91.38,8,9,3,1,2020,0.0
201,2020-01-09 09:00:00,94.61,103.05,102.87,91.86,9,9,3,1,2020,0.0
202,2020-01-09 10:00:00,95.64,103.87,103.7,92.51,10,9,3,1,2020,0.0
203,2020-01-09 11:00:00,96.84,105.94,105.72,94.17,11,9,3,1,2020,0.0
204,2020-01-09 12:00:00,97.63,106.24,102.4,95.03,12,9,3,1,2020,0.0
205,2020-01-09 13:00:00,93.47,105.1,93.86,94.85,13,9,3,1,2020,0.0
206,2020-01-09 14:00:00,94.41,106.41,96.7,94.54,14,9,3,1,2020,0.0
207,2020-01-09 15:00:00,96.0,107.55,98.41,94.91,15,9,3,1,2020,0.0
208,2020-01-09 16:00:00,99.35,108.59,101.45,95.42,16,9,3,1,2020,0.0
209,2020-01-09 17:00:00,99.52,107.11,107.94,96.02,17,9,3,1,2020,0.0
210,2020-01-09 18:00:00,106.28,110.54,115.02,101.53,18,9,3,1,2020,0.0
211,2020-01-09 19:00:00,115.32,113.69,118.11,105.24,19,9,3,1,2020,0.0
212,2020-01-09 20:00:00,109.56,109.43,110.86,101.79,20,9,3,1,2020,0.0
213,2020-01-09 21:00:00,102.96,105.28,103.69,96.94,21,9,3,1,2020,0.0
214,2020-01-09 22:00:00,93.17,99.29,95.18,90.92,22,9,3,1,2020,0.0
215,2020-01-09 23:00:00,86.3,94.27,89.36,87.42,23,9,3,1,2020,0.0
216,2020-01-10 00:00:00,81.02,90.33,85.32,85.35,0,10,4,1,2020,1.0
217,2020-01-10 01:00:00,81.22,89.89,84.55,84.61,1,10,4,1,2020,1.0
218,2020-01-10 02:00:00,77.83,88.95,83.87,84.26,2,10,4,1,2020,1.0
219,2020-01-10 03:00:00,78.61,88.28,84.06,84.5,3,10,4,1,2020,1.0
220,2020-01-10 04:00:00,79.62,89.49,86.67,86.32,4,10,4,1,2020,1.0
221,2020-01-10 05:00:00,87.52,91.7,91.66,89.56,5,10,4,1,2020,1.0
222,2020-01-10 06:00:00,91.31,92.98,95.34,91.91,6,10,4,1,2020,1.0
223,2020-01-10 07:00:00,92.77,94.19,96.01,93.24,7,10,4,1,2020,1.0
224,2020-01-10 08:00:00,89.96,92.94,93.27,90.96,8,10,4,1,2020,1.0
225,2020-01-10 09:00:00,87.07,91.43,91.65,89.05,9,10,4,1,2020,1.0
226,2020-01-10 10:00:00,85.98,91.2,91.44,88.6,10,10,4,1,2020,1.0
227,2020-01-10 11:00:00,87.64,92.81,93.76,90.34,11,10,4,1,2020,1.0
228,2020-01-10 12:00:00,88.96,94.42,94.3,91.6,12,10,4,1,2020,1.0
229,2020-01-10 13:00:00,87.79,93.01,91.93,90.15,13,10,4,1,2020,1.0
230,2020-01-10 14:00:00,84.88,92.14,91.81,89.38,14,10,4,1,2020,1.0
231,2020-01-10 15:00:00,84.68,93.35,92.72,89.4,15,10,4,1,2020,1.0
232,2020-01-10 16:00:00,85.9,93.08,94.46,90.0,16,10,4,1,2020,1.0
233,2020-01-10 17:00:00,88.05,93.31,95.73,90.99,17,10,4,1,2020,1.0
234,2020-01-10 18:00:00,99.22,100.03,104.94,98.15,18,10,4,1,2020,1.0
235,2020-01-10 19:00:00,101.35,104.21,108.51,101.9,19,10,4,1,2020,1.0
236,2020-01-10 20:00:00,99.39,102.58,103.35,99.24,20,10,4,1,2020,1.0
237,2020-01-10 21:00:00,94.17,100.23,97.24,95.57,21,10,4,1,2020,1.0
238,2020-01-10 22:00:00,86.44,95.24,90.47,90.23,22,10,4,1,2020,1.0
239,2020-01-10 23:00:00,79.99,90.66,85.16,86.06,23,10,4,1,2020,1.0
240,2020-01-11 00:00:00,77.92,88.92,83.61,84.85,0,11,5,1,2020,0.0
241,2020-01-11 01:00:00,75.55,86.73,81.52,83.9,1,11,5,1,2020,0.0
242,2020-01-11 02:00:00,75.37,86.1,80.99,83.74,2,11,5,1,2020,0.0
243,2020-01-11 03:00:00,75.77,85.81,81.27,83.99,3,11,5,1,2020,0.0
244,2020-01-11 04:00:00,78.61,87.2,83.65,86.26,4,11,5,1,2020,0.0
245,2020-01-11 05:00:00,83.78,91.06,90.88,91.19,5,11,5,1,2020,0.0
246,2020-01-11 06:00:00,93.16,95.16,99.13,95.11,6,11,5,1,2020,0.0
247,2020-01-11 07:00:00,93.43,96.77,98.3,95.56,7,11,5,1,2020,0.0
248,2020-01-11 08:00:00,91.97,97.71,97.5,93.34,8,11,5,1,2020,0.0
249,2020-01-11 09:00:00,91.61,102.11,92.14,91.66,9,11,5,1,2020,0.0
250,2020-01-11 10:00:00,90.8,104.69,92.51,92.1,10,11,5,1,2020,0.0
251,2020-01-11 11:00:00,94.79,107.25,94.56,94.16,11,11,5,1,2020,0.0
252,2020-01-11 12:00:00,93.52,108.19,94.91,94.87,12,11,5,1,2020,0.0
253,2020-01-11 13:00:00,91.22,105.43,92.43,93.46,13,11,5,1,2020,0.0
254,2020-01-11 14:00:00,91.35,105.13,92.46,92.83,14,11,5,1,2020,0.0
255,2020-01-11 15:00:00,89.86,104.83,93.56,93.11,15,11,5,1,2020,0.0
256,2020-01-11 16:00:00,91.38,106.27,94.86,94.3,16,11,5,1,2020,0.0
257,2020-01-11 17:00:00,90.81,103.45,94.12,94.64,17,11,5,1,2020,0.0
258,2020-01-11 18:00:00,101.08,107.56,108.53,101.26,18,11,5,1,2020,0.0
259,2020-01-11 19:00:00,109.8,113.44,116.02,106.29,19,11,5,1,2020,0.0
260,2020-01-11 20:00:00,104.12,109.63,108.44,102.55,20,11,5,1,2020,0.0
261,2020-01-11 21:00:00,96.96,105.67,102.08,97.57,21,11,5,1,2020,0.0
262,2020-01-11 22:00:00,88.47,100.4,94.35,91.94,22,11,5,1,2020,0.0
263,2020-01-11 23:00:00,81.88,95.18,88.79,88.22,23,11,5,1,2020,0.0
264,2020-01-12 00:00:00,78.35,90.46,85.66,85.25,0,12,6,1,2020,0.0
265,2020-01-12 01:00:00,77.61,90.26,84.55,84.53,1,12,6,1,2020,0.0
266,2020-01-12 02:00:00,77.23,89.02,83.7,84.07,2,12,6,1,2020,0.0
267,2020-01-12 03:00:00,77.07,88.24,83.51,83.99,3,12,6,1,2020,0.0
268,2020-01-12 04:00:00,78.84,88.95,84.98,85.37,4,12,6,1,2020,0.0
269,2020-01-12 05:00:00,84.19,91.64,90.46,89.68,5,12,6,1,2020,0.0
270,2020-01-12 06:00:00,91.17,95.73,98.91,94.99,6,12,6,1,2020,0.0
271,2020-01-12 07:00:00,91.15,95.9,99.49,95.35,7,12,6,1,2020,0.0
272,2020-01-12 08:00:00,86.45,91.13,93.73,92.35,8,12,6,1,2020,0.0
273,2020-01-12 09:00:00,84.58,89.18,91.53,91.92,9,12,6,1,2020,0.0
274,2020-01-12 10:00:00,82.36,89.72,89.66,92.04,10,12,6,1,2020,0.0
275,2020-01-12 11:00:00,86.39,91.97,93.08,93.63,11,12,6,1,2020,0.0
276,2020-01-12 12:00:00,85.17,93.55,95.08,94.52,12,12,6,1,2020,0.0
277,2020-01-12 13:00:00,83.06,92.0,94.76,92.84,13,12,6,1,2020,0.0
278,2020-01-12 14:00:00,83.29,90.39,93.26,92.06,14,12,6,1,2020,0.0
279,2020-01-12 15:00:00,84.51,90.23,94.09,92.3,15,12,6,1,2020,0.0
280,2020-01-12 16:00:00,84.5,90.23,95.81,93.03,16,12,6,1,2020,0.0
281,2020-01-12 17:00:00,86.12,92.71,97.64,93.94,17,12,6,1,2020,0.0
282,2020-01-12 18:00:00,96.33,100.77,108.76,101.18,18,12,6,1,2020,0.0
283,2020-01-12 19:00:00,103.89,107.21,114.47,105.75,19,12,6,1,2020,0.0
284,2020-01-12 20:00:00,99.23,103.52,108.07,101.99,20,12,6,1,2020,0.0
285,2020-01-12 21:00:00,93.34,99.29,101.25,97.25,21,12,6,1,2020,0.0
286,2020-01-12 22:00:00,85.08,93.97,93.0,91.29,22,12,6,1,2020,0.0
287,2020-01-12 23:00:00,79.09,89.22,87.48,87.07,23,12,6,1,2020,0.0
288,2020-01-13 00:00:00,76.43,87.27,85.05,84.91,0,13,0,1,2020,0.0
289,2020-01-13 01:00:00,75.22,85.39,83.28,84.57,1,13,0,1,2020,0.0
290,2020-01-13 02:00:00,74.98,85.02,82.95,84.32,2,13,0,1,2020,0.0
291,2020-01-13 03:00:00,76.31,85.24,83.49,85.02,3,13,0,1,2020,0.0
292,2020-01-13 04:00:00,82.63,89.12,90.32,90.98,4,13,0,1,2020,0.0
293,2020-01-13 05:00:00,98.11,98.28,105.74,101.02,5,13,0,1,2020,0.0
294,2020-01-13 06:00:00,97.11,99.36,107.02,98.68,6,13,0,1,2020,0.0
295,2020-01-13 07:00:00,92.52,96.07,97.44,92.81,7,13,0,1,2020,0.0
296,2020-01-13 08:00:00,95.31,100.26,100.26,91.96,8,13,0,1,2020,0.0
297,2020-01-13 09:00:00,96.21,100.7,104.66,92.49,9,13,0,1,2020,0.0
298,2020-01-13 10:00:00,93.91,101.07,105.21,92.21,10,13,0,1,2020,0.0
299,2020-01-13 11:00:00,93.49,101.98,107.83,93.43,11,13,0,1,2020,0.0
300,2020-01-13 12:00:00,91.53,103.8,107.78,94.33,12,13,0,1,2020,0.0
301,2020-01-13 13:00:00,87.74,102.71,105.74,92.03,13,13,0,1,2020,0.0
302,2020-01-13 14:00:00,93.1,103.72,107.57,94.7,14,13,0,1,2020,0.0
